epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
79,8711.17,1.52033,2.24331,1.31444,1.32896,0,0.46355,0.45584,0.43616,0.19984,0.46634,0.47014,0.4151,0.16571,2.05822,2.59506,1.58583,1.39829,0,0.00702432,0.00702432,0.00702432
80,8824.07,1.50374,2.24287,1.3004,1.3175,0,0.43205,0.45326,0.42752,0.2001,0.46665,0.45033,0.41666,0.16243,2.06281,2.6396,1.5894,1.40163,0,0.00695763,0.00695763,0.00695763
81,8937.35,1.50017,2.2323,1.28533,1.32501,0,0.50468,0.4341,0.43004,0.19502,0.45105,0.44946,0.40729,0.16272,2.06458,2.59504,1.58955,1.40757,0,0.00689058,0.00689058,0.00689058
82,9051.04,1.50759,2.2432,1.30627,1.32134,0,0.46444,0.45429,0.41583,0.19119,0.46303,0.45627,0.40529,0.15683,2.05748,2.59785,1.59384,1.4076,0,0.00682318,0.00682318,0.00682318
83,9164.14,1.49189,2.21095,1.28018,1.31069,0,0.44703,0.43137,0.41128,0.19164,0.46426,0.44498,0.40808,0.16178,2.07159,2.6109,1.599,1.4085,0,0.00675546,0.00675546,0.00675546
84,9277.48,1.50986,2.2081,1.28755,1.31668,0,0.42848,0.45087,0.4103,0.18954,0.43844,0.45486,0.3944,0.15651,2.08165,2.59695,1.59045,1.40591,0,0.00668743,0.00668743,0.00668743
85,9390.95,1.50198,2.22323,1.27902,1.31364,0,0.42156,0.43151,0.40691,0.18805,0.40794,0.47218,0.39296,0.15122,2.07312,2.61122,1.59375,1.40445,0,0.0066191,0.0066191,0.0066191
86,9504.62,1.48236,2.21332,1.26964,1.31478,0,0.43779,0.42653,0.41418,0.19089,0.42578,0.46354,0.39843,0.15477,2.07921,2.61861,1.59199,1.4077,0,0.0065505,0.0065505,0.0065505
87,9617.87,1.47899,2.2034,1.26764,1.3074,0,0.42772,0.45211,0.41369,0.19016,0.43419,0.44403,0.39489,0.15661,2.07697,2.61896,1.59378,1.41239,0,0.00648164,0.00648164,0.00648164
88,9730.63,1.47878,2.20629,1.25405,1.30531,0,0.46607,0.40861,0.40223,0.1899,0.451,0.42614,0.40108,0.15519,2.08234,2.64664,1.59881,1.42011,0,0.00641254,0.00641254,0.00641254
89,9844.51,1.47841,2.19081,1.25259,1.30152,0,0.42817,0.43889,0.41679,0.1941,0.41633,0.45669,0.4066,0.15569,2.07232,2.63542,1.59723,1.41178,0,0.00634322,0.00634322,0.00634322
90,9957.86,1.46735,2.18494,1.24112,1.30027,0,0.44165,0.43145,0.4169,0.19191,0.43034,0.41305,0.39346,0.1551,2.07019,2.6287,1.57909,1.41123,0,0.00627368,0.00627368,0.00627368
91,10070.6,1.47995,2.1887,1.25408,1.29971,0,0.508,0.41423,0.42338,0.19544,0.50262,0.41258,0.40649,0.15675,2.07732,2.61655,1.58116,1.41031,0,0.00620396,0.00620396,0.00620396
92,10183.7,1.46451,2.17303,1.24241,1.29327,0,0.46761,0.433,0.41447,0.19062,0.47262,0.41114,0.38827,0.15061,2.06472,2.62485,1.5763,1.41079,0,0.00613406,0.00613406,0.00613406
93,10297.6,1.44053,2.1745,1.22807,1.29499,0,0.45447,0.43261,0.40953,0.18946,0.45066,0.40221,0.37677,0.14736,2.07203,2.63297,1.59255,1.41321,0,0.006064,0.006064,0.006064
94,10410.7,1.47068,2.16161,1.22251,1.29115,0,0.48565,0.42176,0.41079,0.19169,0.49613,0.40345,0.38332,0.14867,2.06441,2.64249,1.58053,1.41141,0,0.0059938,0.0059938,0.0059938
