epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,1168.88,0.95339,0.61176,0.84579,0.91566,0.86812,0.9048,0.72206,0.7679,0.53706,0.87777,0.000191849,0.000191849,0.000191849
177,1175.74,0.94061,0.5999,0.85167,0.89179,0.88217,0.90307,0.72423,0.75975,0.54081,0.87557,0.000188057,0.000188057,0.000188057
178,1183.37,0.96191,0.60861,0.84534,0.91664,0.87142,0.90398,0.72391,0.75421,0.55007,0.87268,0.000184413,0.000184413,0.000184413
179,1190.06,0.90939,0.57832,0.83457,0.91459,0.86593,0.90211,0.72542,0.75143,0.53113,0.86721,0.000180917,0.000180917,0.000180917
180,1196.81,0.94586,0.71557,0.87116,0.9099,0.884,0.9101,0.72433,0.75435,0.51793,0.8659,0.00017757,0.00017757,0.00017757
181,1203.53,0.91319,0.59554,0.84454,0.90799,0.87978,0.90843,0.7268,0.75603,0.51846,0.86848,0.000174373,0.000174373,0.000174373
182,1210.29,0.93858,0.60076,0.84163,0.90899,0.88908,0.91072,0.72881,0.7493,0.5184,0.8644,0.000171327,0.000171327,0.000171327
183,1217.03,0.91705,0.59969,0.83877,0.89727,0.88676,0.90991,0.72809,0.7583,0.53581,0.87366,0.000168433,0.000168433,0.000168433
184,1223.76,0.92711,0.58405,0.83798,0.89442,0.88367,0.91084,0.72825,0.75197,0.53049,0.87183,0.000165691,0.000165691,0.000165691
185,1230.46,0.94652,0.61012,0.85371,0.91164,0.8696,0.91046,0.72754,0.74838,0.53151,0.87106,0.000163103,0.000163103,0.000163103
186,1237.2,0.97484,0.6079,0.85363,0.91383,0.86768,0.90622,0.72371,0.75689,0.5328,0.87412,0.000160668,0.000160668,0.000160668
187,1244.69,0.91271,0.79534,0.85397,0.90531,0.88406,0.90503,0.7223,0.76184,0.52761,0.87541,0.000158387,0.000158387,0.000158387
188,1251.78,0.9601,0.5994,0.84131,0.90659,0.88042,0.90483,0.71865,0.77052,0.52408,0.87858,0.000156261,0.000156261,0.000156261
189,1258.58,0.94121,0.60676,0.84083,0.91443,0.87617,0.90608,0.72415,0.76252,0.53105,0.87709,0.00015429,0.00015429,0.00015429
190,1265.34,0.94216,0.6091,0.84746,0.90872,0.87488,0.90468,0.72189,0.75471,0.53279,0.87453,0.000152475,0.000152475,0.000152475
191,1269.53,0.90996,0.59784,0.84051,0.89957,0.88435,0.90129,0.71968,0.76352,0.53562,0.8774,0.000150817,0.000150817,0.000150817
192,1273.56,0.90864,0.57656,0.83963,0.9119,0.86825,0.90058,0.71241,0.77162,0.53822,0.87927,0.000149315,0.000149315,0.000149315
193,1277.57,0.87137,0.5693,0.84329,0.90417,0.89032,0.90317,0.70987,0.78899,0.54131,0.87915,0.000147971,0.000147971,0.000147971
194,1281.61,0.87502,0.55171,0.82899,0.89066,0.89262,0.90294,0.71048,0.77463,0.53832,0.87586,0.000146783,0.000146783,0.000146783
195,1285.68,0.85506,0.5394,0.83039,0.89972,0.89199,0.90523,0.71688,0.76936,0.53496,0.8728,0.000145754,0.000145754,0.000145754
196,1289.7,0.82748,0.52968,0.82502,0.91582,0.8803,0.90546,0.71448,0.76122,0.53554,0.86676,0.000144882,0.000144882,0.000144882
197,1293.69,0.83161,0.53972,0.83118,0.9114,0.88,0.90401,0.71831,0.76269,0.53525,0.86588,0.000144169,0.000144169,0.000144169
198,1297.73,0.85834,0.53887,0.84139,0.91797,0.87806,0.90639,0.71994,0.76658,0.53836,0.87062,0.000143614,0.000143614,0.000143614
199,1301.76,0.83261,0.52421,0.8366,0.90656,0.87814,0.90516,0.72052,0.75699,0.54032,0.86689,0.000143217,0.000143217,0.000143217
200,1305.82,0.87331,0.54029,0.82621,0.90115,0.8833,0.90485,0.72152,0.75515,0.5362,0.86434,0.000142979,0.000142979,0.000142979
