epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
98,17846.5,1.41806,2.16417,1.29363,1.20333,0,0.45966,0.46096,0.46063,0.21503,0.41955,0.42281,0.383,0.15091,1.94496,2.20566,1.46961,1.27607,0,0.00571198,0.00571198,0.00571198
99,18027.8,1.42353,2.1578,1.29483,1.20269,0,0.51643,0.43908,0.45317,0.21296,0.46875,0.39843,0.39045,0.15164,1.94071,2.19876,1.46842,1.27411,0,0.00564135,0.00564135,0.00564135
100,18209.4,1.42904,2.14622,1.29224,1.2017,0,0.47701,0.44823,0.45535,0.21227,0.40202,0.41521,0.39137,0.15534,1.93815,2.21845,1.46959,1.27281,0,0.00557068,0.00557068,0.00557068
101,18391.4,1.42558,2.16513,1.28966,1.20327,0,0.50679,0.45348,0.45372,0.21316,0.45474,0.38465,0.38196,0.15376,1.9321,2.21605,1.47534,1.27028,0,0.0055,0.0055,0.0055
102,18573,1.42542,2.14758,1.28683,1.20612,0,0.5598,0.42966,0.4654,0.21555,0.38201,0.45697,0.3837,0.15366,1.93374,2.21379,1.46254,1.27665,0,0.00542932,0.00542932,0.00542932
103,18754.3,1.42157,2.17265,1.30335,1.20149,0,0.51929,0.42733,0.44374,0.20998,0.42291,0.41944,0.38032,0.15102,1.93815,2.21975,1.46499,1.2779,0,0.00535865,0.00535865,0.00535865
104,18936.2,1.41341,2.14565,1.26643,1.19915,0,0.54603,0.41767,0.45624,0.21042,0.4073,0.38011,0.3699,0.14792,1.94258,2.2242,1.46062,1.27709,0,0.00528802,0.00528802,0.00528802
105,19118.1,1.41058,2.14354,1.26919,1.20338,0,0.49983,0.44579,0.45428,0.21384,0.42012,0.40039,0.37974,0.14983,1.94511,2.21158,1.46163,1.27534,0,0.00521744,0.00521744,0.00521744
106,19300.6,1.41734,2.13853,1.27223,1.20071,0,0.49163,0.41503,0.4409,0.20603,0.39859,0.3842,0.36882,0.14584,1.94296,2.20335,1.46835,1.27456,0,0.00514693,0.00514693,0.00514693
107,19482.5,1.40456,2.13751,1.26752,1.19736,0,0.40915,0.45483,0.44109,0.2056,0.38075,0.40926,0.36481,0.14352,1.94859,2.21515,1.46992,1.28092,0,0.00507651,0.00507651,0.00507651
