route_order,candidate_view_id,camera_x,camera_y,camera_z,target_x,target_y,target_z,view_dir_x,view_dir_y,view_dir_z,qw,qx,qy,qz,region_type,priority_score,newly_covered_points,cumulative_coverage_ratio,transition_distance
0,4,52.86968102467625,29.975645080187217,47.3762850199786,43.736055806378815,12.396201204776538,44.63037107322658,-0.45668126091487155,-0.8789721937705338,-0.13729569733760127,0.6380139113202178,0.7325476243163016,-0.17894643549773018,-0.1558537785652842,boundary_high_curvature,0.977314704272134,60,0.012,0.0
1,9,52.75027277677305,22.834622644207595,42.13785816991861,43.43366386225432,11.922187762525859,28.205178481970357,-0.46583044572593657,-0.5456217440840868,-0.6966339843974125,0.36540518239594905,0.8641424097162241,-0.31870815478826997,-0.13476668905733685,boundary_high_curvature,0.9647907445492272,76,0.0272,8.857176504070646
2,153,42.70647457272338,33.20944936484072,40.01053497580014,40.678338921417115,13.363718291836623,41.436586853502995,-0.10140678256531327,-0.9922865536502053,0.0713025938851427,0.7309333721037286,0.680548104808297,-0.034684003506862175,-0.03725187898138312,surface,0.11248080313326271,45,0.0362,14.59590407679733
3,10,51.58119373599533,29.170093094016664,29.09122094062879,44.28726173499054,11.362164445108611,23.643631271782745,-0.36469660005023946,-0.8903964324454025,-0.27237948344230223,0.5918086418681693,0.7825951702598609,-0.1540601869630517,-0.11650231623878471,boundary_high_curvature,0.9592030464270872,35,0.0432,14.639277929880354
4,43,65.19040495014842,24.665480787485663,16.83841973412656,49.67834585767368,14.253691152690275,9.699045860155579,-0.7756029546237365,-0.5205894817397693,-0.35696869369854894,0.5003491498852868,0.726845358954144,-0.3875308645980293,-0.26677027825414945,boundary_high_curvature,0.7817404627682217,49,0.053,18.858242211554167
5,23,55.67044516254995,1.789170308566792,23.149015590058646,43.5773924006424,11.605414193153198,35.69490857924201,-0.6046526380953774,0.4908121942293202,0.6272946494591681,-0.38785431960777056,-0.18561725599181642,0.38974210646077795,0.814380962136995,boundary_high_curvature,0.9076903842450319,50,0.063,25.569099232125726
6,141,36.45281222474541,-15.450000286102295,11.015752384798152,36.45281222474541,4.549999713897705,11.015752384798152,0.0,1.0,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,surface,0.11393796613255293,40,0.071,28.525821540008653
7,49,5.646727009904322,-15.444316741518634,11.18601050076657,5.720787101077785,4.549999713897705,10.715027928304597,0.003703004558673139,0.9997158227708167,-0.0235491286230987,0.0012940636900345668,0.0013249051839400643,0.715382980603958,0.6987301060406778,boundary,0.37225420991661645,53,0.0816,30.80655622416733
8,64,25.29791288145548,-9.854555092249505,21.406614013542843,24.07569062202622,10.108064257640436,21.407813994962492,-0.06111111297146312,0.998130967494497,5.999907098246382e-05,-0.021616792367446076,-0.021615495418893096,0.7067550996082763,0.7067975055298611,boundary,0.36335436321135,61,0.0938,22.844589679380686
9,60,22.862731290644483,-10.062449381595325,24.011493055558415,20.713084431852156,9.820466201039391,24.232142814918955,-0.10748234293961634,0.9941457791317359,0.011032487968027027,-0.038267586812604254,-0.03784770352320247,0.7021761227455732,0.7099660807274903,boundary,0.3643932998039929,30,0.0998,3.5719356432191427
10,115,20.707807049996944,-10.430727980302242,27.611475752119944,17.76533956046638,9.346582226256869,28.058561948047128,-0.14712337447652818,0.9888655103279553,0.022354309796359214,-0.052751066443534264,-0.05158474321202752,0.6972530812908393,0.7130178678597399,surface,0.11834503974675323,44,0.1086,4.211793326451136
11,73,31.477457180485384,-9.229257512328148,34.46399844430422,29.821043374742974,10.692919785516887,33.861383295661334,-0.08282069028712051,0.9961088648922518,-0.03013075743214415,-0.02887495688954354,-0.02975849258914614,0.7170633241457088,0.6957735681588909,boundary,0.3623836450824426,67,0.122,12.821308921691418
12,42,46.03321738960446,-4.614417021362167,66.37708703765679,44.31091834640077,14.618528682128366,61.16868175654005,-0.08611495216018454,0.9616472851745266,-0.26042026405583696,-0.02714620002854203,-0.03543841027217458,0.7930663598371195,0.6074972854228173,boundary_high_curvature,0.7819639113494458,69,0.1358,35.37813069665501
13,17,56.03456906525053,30.30685647100409,82.83576008522222,41.74302123928084,16.770486994242336,86.37388983504965,-0.7145773912984842,-0.6768184738380875,0.17690648749137164,0.7046671834583725,0.5893016507938823,-0.2535159178945564,-0.30314584658630933,boundary_high_curvature,0.9380693076955969,68,0.1494,39.87994854755015
14,11,53.791954381375476,30.932275518478043,60.99488236610449,44.213041959236506,14.152837927227887,55.82817055583937,-0.4789456211069483,-0.8389718795625076,-0.25833559051325594,0.5885923448102055,0.766671166121189,-0.2034284107370555,-0.15617700334619103,boundary_high_curvature,0.9591553432714064,43,0.158,21.964617209200995
15,28,50.779262193576244,31.955928610480175,55.435687666829914,44.23397267556474,13.698399939724535,50.55492625471965,-0.32726447590057506,-0.912876433537782,-0.24403807060551302,0.6057179575203482,0.7770291693998652,-0.13507296252215753,-0.10529349758945866,boundary_high_curvature,0.8974312258696794,30,0.164,6.405374741233693
16,16,43.76724677386605,34.30833468176545,67.54029731004898,42.76073809535599,14.347604007538507,68.28606619587049,-0.05032543392550295,-0.9980365337113473,0.03728844429107525,0.7199410879824318,0.6935779576911126,-0.017475538889763644,-0.018139789971495734,boundary_high_curvature,0.9442189681420655,70,0.178,14.185335709287443
17,70,37.00575998172612,34.73627634697024,59.30813381426064,37.228613431159346,14.774433721605718,60.522701778705404,0.011142672471661189,-0.9980921312682265,0.060728398222238064,0.7282497341347103,0.6852891134973929,0.0038251550084328766,0.004064953116938572,boundary,0.3626875287384705,64,0.1908,10.661583068685957
18,145,30.435458205677236,34.518890892762144,60.04294436894693,31.70734463934796,14.574305890893683,60.81484721457455,0.06359432168353614,-0.997229250093423,0.0385951422813811,0.7202577411299305,0.6929756065144134,0.022073459975511772,0.022942482060590918,surface,0.11329208691666474,36,0.198,6.614836990835887
19,54,25.462340387039042,34.2035444262295,65.83983461101546,28.136156683559726,14.388607873648784,66.30780451353189,0.13369081482603418,-0.9907468276290355,0.02339849512582148,0.7137235072703095,0.6972143361847195,0.046828643537798344,0.047937487759364655,boundary,0.36508896316376466,57,0.2094,7.6442972672836795
20,152,24.256041638217315,34.197696883486564,74.31329302148777,27.754352291888544,14.50848810702795,74.62454906951797,0.1749155326835615,-0.9844604388229309,0.015562802401510114,0.7098354211436163,0.6988730316821622,0.061604256237930116,0.06257056888521872,surface,0.11249758980380707,58,0.221,8.55889527329134
21,131,34.88376539933706,35.43472102060598,72.83858980518752,36.22872066657007,15.506941909672321,73.87527444140946,0.06724776336165054,-0.9963889555466825,0.051834231811096726,0.7247897991816576,0.688145949500744,0.023195609070925927,0.024430777878747752,surface,0.11532474126037064,75,0.236,10.800624548360686
22,134,37.63513655268864,35.88008772603554,76.88715286196438,39.078064376695444,15.980404279057781,78.27299484602545,0.07214639120034007,-0.9949841723488879,0.06929209920305367,0.7307161246310914,0.6817218476038699,0.024683453932525384,0.026457414946404356,surface,0.11506975050009677,39,0.2438,4.915206765793152
23,25,42.2996891110362,36.00435436508272,81.21696309678951,44.28660793521077,16.228590562735548,78.9873174702569,0.09934594120872832,-0.9887881901173587,-0.11148228132663081,0.6656922045405002,0.7445462776644239,0.03730926264838219,0.0333578798890674,boundary_high_curvature,0.9013447929676176,18,0.2474,6.365591051643461
24,21,32.093355759316914,27.80725804953426,82.19269063920963,43.276208207565944,14.760203320732497,71.95950081275072,0.5591426224124516,-0.6523527364400882,-0.5116594913229456,0.46344390187811024,0.8153851241869627,0.3016236809603717,0.17143513102780242,boundary_high_curvature,0.9114833048632429,11,0.2496,13.126830262094227
25,140,29.902749323962183,35.502793971578804,84.8049018434916,33.08451658541853,15.77804542712587,85.7052639662103,0.15908836307281715,-0.9862374272226466,0.04501810613593448,0.7205379975128451,0.6887990658406392,0.055197770146043226,0.05774120892522517,surface,0.11440925543688799,85,0.2666,8.416868601675557
26,56,14.52215555523474,31.839740326511176,88.5395867349133,21.11340318133729,12.957064280200061,88.53933881144282,0.32956238130512744,-0.9441338023155555,-1.2396173524109598e-05,0.6971566722351812,0.6971653143638287,0.11818088904195118,0.11817942406022341,boundary,0.3648123147882067,46,0.2758,16.245876335965203
27,117,9.339504537299323,26.02128397106233,82.65598032574948,17.06026195312707,7.583387413747737,81.99728808523994,0.3860378707913874,-0.9218948278657297,-0.03293461202547689,0.6817407642765031,0.704575858252229,0.1415632931973306,0.1369752689756476,surface,0.11806146921092896,50,0.2858,9.763766195066514
28,75,9.574794254267228,26.286329488280554,77.65829527970224,16.874880087544554,7.677367737591017,77.01386577373779,0.3650042916638662,-0.9304480875344767,-0.032221475298222654,0.6835045738333074,0.70589463292365,0.13350469976258098,0.12927010443191222,boundary,0.36207264042834497,47,0.2952,5.010236141799356
29,123,15.452264160617897,28.442930127745015,76.51689307101078,21.739411269977342,9.457577462134124,76.34906760317415,0.3143573554679723,-0.9492676332805445,-0.008391273391831789,0.6951517707627182,0.701009660015505,0.11305349734025005,0.11210878158976413,surface,0.11677524622529739,44,0.304,6.363833578920964
30,79,10.370806501109449,27.091538912514487,61.972559182071585,16.33156533193236,8.013114836977831,61.27751317298303,0.29803794154114555,-0.9539212037768328,-0.034752300454427856,0.6867631448692598,0.7110592548326468,0.1084937156892292,0.10478660516530765,boundary,0.3617917050625922,65,0.317,15.465610832906814
31,139,19.050500588930923,33.142183459721345,60.95232037954676,22.908845125274752,13.518055690736086,60.869938674009425,0.19291722681719142,-0.981206388449263,-0.004119085276866841,0.7023271887446475,0.7052261170903653,0.0686707100012799,0.06838842966179873,surface,0.11447547886809696,46,0.3262,10.62959435298377
32,67,21.953815222594557,33.58007762009136,53.642548581166345,24.536130254704535,13.747847664697083,53.76214821034907,0.12911575160549893,-0.9916114977697139,0.005979981459136142,0.7077321411039278,0.7035124950006612,0.045608975524307434,0.04588253674349368,boundary,0.36278055076941806,59,0.338,7.877420320265337
33,62,16.531899203983265,28.96276410324398,56.224424051442604,21.273557526823417,9.533633917802792,56.06449723499588,0.2370829161420076,-0.9714565092720594,-0.007996340822336023,0.6992358118707668,0.7048496746588495,0.08476500778317739,0.08408988634943929,boundary,0.36425758606963005,21,0.3422,7.575146095604327
34,148,10.898188626172201,31.154672128901105,54.74411971001392,17.054162310834716,12.1309051936474,54.29659363603547,0.30779868423312573,-0.9511883467626852,-0.022376303698922583,0.6906085816607365,0.7062386776465648,0.11142298706053903,0.10895703321532146,surface,0.11300937949447921,33,0.3488,6.223701198702665
35,59,7.198962102607282,26.572327724561475,52.494936452653114,11.60688002565783,7.095659859886108,51.38603227610243,0.22039589615252742,-0.9738333932337684,-0.05544520882753403,0.6829734489823613,0.7219516100685212,0.08067513330163857,0.07631948356331301,boundary,0.3644317205640074,70,0.3628,6.3040449266975465
36,76,11.19924339185555,27.93760007964848,43.24056594288432,15.533130367552113,8.42624570194722,42.516360150553425,0.21669434878482816,-0.975567718885063,-0.0362102896165446,0.6900450822572248,0.7155010455425713,0.07850731581043716,0.07571419711221622,boundary,0.36204873257073067,52,0.3732,10.17396641083275
37,135,11.288902592616187,31.54640143100433,44.17049546947797,16.86356500904862,12.349304731087454,43.5423097987911,0.2787331208216216,-0.9598548349958437,-0.0314092835343434,0.6889768022492256,0.7109678567314633,0.10114024155518472,0.09801185742174164,surface,0.11499123200806888,34,0.38,3.7277680842911285
38,61,18.84906751174304,33.159578428315065,45.56897049933237,21.80837205222408,13.380413899047387,45.40414586267981,0.14796522702405196,-0.9889582264633839,-0.00824123183262806,0.7022464078799218,0.7080578286403243,0.052675679563373705,0.05224334123534371,boundary,0.3642999951984041,32,0.3864,7.855836431480424
39,57,24.43875668006218,33.81952783365281,49.51351792034423,26.001793817973,13.88155339772837,49.69815350178766,0.07815185689554091,-0.9968987217962223,0.00923177907217152,0.7098197879139108,0.7032968585887117,0.027525245923765162,0.02778053674673248,boundary,0.3647121261565699,18,0.39,6.87310792674182
40,66,29.571620615070813,34.29376436096494,54.815528143432786,30.75676669611525,14.335049273031313,55.31062490698088,0.05925730405222181,-0.9979357543966811,0.024754838177404526,0.715490707930509,0.6979927496937275,0.02070512705315843,0.021224183230493212,boundary,0.36292204469099465,28,0.3956,7.394761988386439
41,71,37.871855064588125,34.04945843984838,47.90770460674242,37.08330735853912,14.103491768873502,49.147303766004896,-0.03942738530245009,-0.9972983335487438,0.061979957963123763,0.7285483812698844,0.684709409507454,-0.013529432744647255,-0.014395663603780546,boundary,0.36266462214306794,54,0.4064,10.801463017300016
42,114,34.66922613186829,33.98606407151464,44.27063080860128,34.15067062769975,14.013332512344968,45.17677332192041,-0.02592777520842695,-0.9986365779584837,0.04530712566595625,0.7228869406223338,0.69084443590997,-0.008966746302715647,-0.009382638789829461,surface,0.11869935802711508,43,0.415,4.84656133147569
43,63,28.636827052256915,33.79291969385055,37.07431618531172,28.87863590971789,13.797566546655418,37.43122092807542,0.0120904428730487,-0.9997676573597565,0.017845237138184797,0.7133750861494864,0.7007563262511968,0.004237056741884581,0.004313354878195811,boundary,0.3637545440488828,38,0.4226,9.392235493411066
44,159,35.51962658124331,33.56830065203085,35.87139223803022,34.31806239048838,13.618968472029794,36.6332249411021,-0.060078209537746466,-0.9974666090000527,0.038091635153594074,0.7201224566225175,0.6931949007236989,-0.020856942102431542,-0.021667142053059148,surface,0.11133719426423994,48,0.4322,6.990737378353347
45,150,37.88130600904332,31.053965285346496,29.55193500653087,38.33609009353355,11.100620119761565,30.839253203218437,0.02273920422451141,-0.9976672582792464,0.06436590983437841,0.7294613530561198,0.6839271247074332,0.00779314905760402,0.008311998238934694,surface,0.11269869290763239,42,0.4406,7.199649419006661
46,154,33.888076529832446,33.3883364492588,29.246628151352507,32.35309019066463,13.45869310503561,29.91977977664106,-0.07674931695839077,-0.9964821672111593,0.0336575812644277,0.7183771372206471,0.694591840032747,-0.026709270445092644,-0.027623890943914767,surface,0.1121300101416066,23,0.4452,4.635556350683588
47,78,33.17533641556083,30.694376880111648,25.978621261838814,33.84025349878648,10.723677512450037,26.83246670389189,0.03324585416128266,-0.9985349683830806,0.04269227210265374,0.7219430543870871,0.6917523569099093,0.011512630379659106,0.01201508525023083,boundary,0.3619602320668342,29,0.451,4.294797511012644
48,22,39.90011649501879,29.371054348201437,19.630675047757897,41.89675361987351,10.858366043339512,26.930936133409592,0.09983185624273574,-0.9256344152430962,0.36501305428258474,0.8249478315172878,0.56265279604979,0.030253990746032904,0.04435766468398633,boundary_high_curvature,0.9081755884007362,4,0.4518,9.341855852955566
49,121,39.88448007840998,32.22591837642429,18.308678550323314,36.7142932037146,12.514235986280731,19.491680042128593,-0.1585093437347691,-0.985584119507178,0.05915007459026391,0.7254072140168001,0.6836964062010501,-0.05462771139848979,-0.0579604274269643,surface,0.11688824268323139,64,0.4646,3.146135384307942
50,124,41.04058790143955,34.34818165058299,10.96997893294907,41.10131100539484,14.349999427795408,10.707261425293005,0.0030361551977645,-0.9999091111393786,-0.013135875382803251,0.7024463858303587,0.7117350420424968,0.0010805647445162223,0.0010664625943706228,surface,0.11674418565031099,36,0.4718,7.726389763489922
51,125,35.82880050000575,34.34999942779541,13.5698323563135,35.82880050000575,14.34999942779541,13.569832356313498,0.0,-1.0,-8.881784197001253e-17,0.7071067811865475,0.7071067811865476,0.0,0.0,surface,0.1166503073764695,17,0.4752,5.824256952181784
52,69,30.410355221851113,33.3735665860264,20.124396643173057,29.021646202430933,13.426555328813128,20.558250494127595,-0.06943545097100899,-0.9973505628606636,0.021692692547726905,0.7143035616480735,0.6989728723007734,-0.02430180062759465,-0.024834816100391656,boundary,0.3627183135427244,47,0.4846,8.56009832405073
53,147,30.303069170635506,33.47910371197031,24.54007137149166,29.270547764873456,13.51146027043366,25.016637146911627,-0.051626070288102524,-0.9983821720768324,0.02382828877099836,0.7152430550725956,0.6983983360355382,-0.018044939381782112,-0.01848016655550691,surface,0.11313782786640252,18,0.4882,4.41823852774491
54,52,17.265762363934464,33.12999121997571,27.15290522134552,19.905540806127785,13.30684319858408,26.88019237212721,0.13198892210966606,-0.9911574010695812,-0.013635642460915596,0.7007313305085235,0.7103522936281138,0.047089703415245175,0.04645192367703024,boundary,0.36587732953364793,14,0.491,13.301133373929538
55,53,15.974339253015224,32.83069760444662,33.94216644215713,19.304232244663893,13.113547212391536,33.560337840227774,0.16649464958243346,-0.9858575196027539,-0.01909143009646783,0.697875515715378,0.71132860264009,0.05964339120414735,0.05851537846379649,boundary,0.36586715772420303,61,0.5032,6.917471954704924
56,118,6.923352750680403,30.288105914040266,39.23803243384664,13.966957165227043,11.580243022914638,38.60281365403617,0.3521802207273319,-0.9353931445562811,-0.0317609389905236,0.6845400635838608,0.7066382019119652,0.12861928741011794,0.12459707802890888,surface,0.11799114423029085,32,0.5096,10.79033483129713
57,48,0.689612839153634,27.90429423410852,30.759139349346103,10.344212642848746,10.412536983119377,29.849671976121947,0.4827299901847555,-0.874587862549457,-0.045473368661207825,0.6689933683516529,0.7001390082890583,0.18039416122097154,0.17236933825627393,boundary,0.3723644620996295,45,0.5186,10.790444816981912
58,113,13.064530293370462,32.60770321249369,20.605583696755662,16.764570322234533,12.961359315767549,20.030366106295148,0.18500200144320356,-0.9823171948363069,-0.028760879523025723,0.6938477587692057,0.714098838731944,0.06665799489335121,0.06476764539055953,surface,0.1212849686900494,57,0.53,16.683984248580607
59,136,12.306862170558789,34.34999942779541,12.720673385556964,12.306862170558796,14.34999942779541,12.720673385556958,3.552713678800501e-16,-1.0,-2.6645352591003756e-16,0.7071067811865475,0.7071067811865476,1.2560739669470203e-16,1.2560739669470198e-16,surface,0.11474302190171182,44,0.5388,8.110577519623817
60,87,11.292503338234425,23.084645171771264,7.475704406484441,11.1195688258988,4.549999713897705,14.988161488250059,-0.008646725616781302,-0.9267322728936778,0.37562285408828083,0.8293349496005318,0.558732296353796,-0.002606523944561301,-0.0038689036203959177,high_curvature,0.3161258289664733,38,0.5464,12.46783180612687
61,88,23.28479853872389,23.152913471064714,7.629563532831107,21.669478554801806,4.549999713897705,14.793524803870234,-0.08076599919610422,-0.9301456878583503,0.35819806355195627,0.823301992579211,0.565950078629691,-0.02452502238670752,-0.03567717465101306,high_curvature,0.31037667364763033,51,0.5566,11.99347645043468
62,33,39.84043346081557,26.19063050389556,7.243406511733223,44.5606149351226,10.019991056090866,18.024422544497085,0.23600907371535165,-0.8085319723902347,0.5390508016381931,0.8683961606467291,0.47524542959685173,0.06794395358092854,0.12415115381307139,boundary_high_curvature,0.8483964202826242,37,0.564,16.83644528070208
63,95,37.29695055748824,19.639212344674803,2.465197167045524,39.58437406233745,4.549999713897705,15.391269884335188,0.11437117524246077,-0.7544606315388549,0.6463036358644831,0.904711379451301,0.4193439502546877,0.03160432648471434,0.06818458640752875,high_curvature,0.29829298091577605,22,0.5684,8.498333349436626
64,82,35.717052431245094,17.086862713023045,-0.13511813470038447,33.38330476867762,4.708908995193974,15.399999618530273,-0.11668738312837376,-0.6188976858914536,0.7767558876615329,0.9384494969728521,0.33264961965953327,-0.031085152558760803,-0.08769541300528409,high_curvature,0.3281582878924637,15,0.5714,3.9714237245594153
65,146,42.259001218567235,18.229011820386365,-5.885863652569183,42.259001218567235,1.648259801032129,5.297993574375395,0.0,-0.8290376009677118,0.5591928613472289,0.8829475809319682,0.46947158521723714,0.0,0.0,surface,0.11324727221738287,47,0.5808,8.784797808184576
66,144,29.06864631764186,8.049068899811845,-20.0,29.06864631764186,8.049068899811846,-8.246398114975058e-16,0.0,8.881784197001253e-17,1.0,1.0,-4.4408920985006264e-17,0.0,0.0,surface,0.11362627874067534,35,0.5878,21.83633543231073
67,107,29.281553404432046,11.191454320637746,-3.5630330048095757,28.19862198154256,4.928016505869627,15.399999618530273,-0.054146571144474354,-0.3131718907384059,0.9481516311669923,0.9869424293989926,0.15852858788345908,-0.02815796939021398,0.0045229012271917265,high_curvature,0.28023175597785277,24,0.5926,16.736003093976887
68,46,38.70010030353004,3.0120478679215577,2.4730251421957377,49.21667152154466,14.070757589431658,15.399999618530272,0.5258285609007309,0.552935486075505,0.6463487238167267,0.33664841291996306,0.15602826185899354,0.39048792502828816,0.8425213397812743,boundary_high_curvature,0.7555402408818452,12,0.595,13.858055908505817
69,158,27.851546185863334,-1.8373693891882432,-2.1652690145308853,27.839880903240186,14.854639340744004,8.851840791631847,-0.0005832641311574349,0.8346004364966122,0.5508554903081365,-0.0003076998290327418,-0.00016559020227050058,0.4738905226165814,0.8805836987333365,surface,0.1116535085332109,42,0.6034,12.75624344632157
70,126,23.2519019556459,0.5602281429742497,-5.721656785620285,23.251901955645906,17.140980645679235,5.462199724727228,3.552713678800501e-16,0.8290376251352493,0.5591928255173756,1.8918682441505284e-16,1.0059243029667656e-16,0.46947160429712065,0.8829475707870132,surface,0.11644690364888778,31,0.6096,6.289125133844806
71,142,17.76452631479466,1.22502640024517,-6.707260933692122,17.764526314794658,17.805778902950156,4.476595576655389,-1.7763568394002506e-16,0.8290376251352493,0.5591928255173755,-9.459341220752641e-17,-5.029621514833828e-17,0.46947160429712065,0.8829475707870132,surface,0.11392926280545985,44,0.6184,5.614682865788093
72,83,11.19496636179553,5.9881710820903375,-2.382305185063851,6.964373306671355,14.105542471524753,15.399999618530272,-0.21152965275620875,0.40586856947172084,0.8891152401797063,-0.23122972919032062,-0.05602093780952505,0.2287007530313099,0.9439758643251553,high_curvature,0.32650423017219815,33,0.625,9.195211115783724
73,149,16.486443641903847,17.253059193749568,-7.332767982969324,16.49032505594695,0.6667456416085572,3.842838832084995,0.00019407070215518018,-0.8293156776070505,0.558780340752716,0.8828307650428224,0.46969120345539483,5.495693790920581e-05,0.00010329696443506556,surface,0.11289443037291469,54,0.6358,13.394197172191772
