epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,76.4911,1.3574,1.03814,0.95454,0.84701,0.83145,0.85016,0.60759,1.01182,0.74158,0.88916,0.00134946,0.00134946,0.00134946
18,80.8253,1.31946,1.02867,0.94642,0.86772,0.8134,0.85171,0.602,1.01601,0.75155,0.88617,0.00133945,0.00133945,0.00133945
19,85.1703,1.36348,1.03952,0.94315,0.88143,0.81582,0.85907,0.62062,1.00083,0.73842,0.88363,0.0013289,0.0013289,0.0013289
20,89.5493,1.31536,1.01624,0.9576,0.87372,0.80641,0.85055,0.62072,0.96281,0.7295,0.8867,0.0013178,0.0013178,0.0013178
21,93.9232,1.2746,0.98795,0.93893,0.85832,0.81342,0.85045,0.62891,0.95375,0.73724,0.89254,0.00130619,0.00130619,0.00130619
22,98.2825,1.30295,1.02411,0.93972,0.88092,0.81292,0.85705,0.63668,0.94414,0.71264,0.87713,0.00129406,0.00129406,0.00129406
23,102.741,1.25867,0.96096,0.93395,0.82933,0.81437,0.86226,0.60464,0.9963,0.74157,0.88323,0.00128143,0.00128143,0.00128143
24,107.104,1.29164,0.97858,0.93276,0.86472,0.83554,0.87149,0.62316,0.96651,0.72834,0.88918,0.00126831,0.00126831,0.00126831
25,111.469,1.2705,0.95087,0.93572,0.89935,0.81677,0.86719,0.6322,0.94588,0.73911,0.8921,0.00125471,0.00125471,0.00125471
26,115.817,1.32637,0.98499,0.93319,0.89315,0.82637,0.86725,0.63401,0.96078,0.70067,0.89316,0.00124066,0.00124066,0.00124066
27,120.131,1.28484,0.94794,0.93326,0.84833,0.82307,0.86677,0.64246,0.92491,0.69333,0.87976,0.00122615,0.00122615,0.00122615
28,124.436,1.30854,0.93898,0.92187,0.85692,0.84443,0.87381,0.64486,0.95211,0.69407,0.88554,0.00121121,0.00121121,0.00121121
29,128.601,1.25411,0.92168,0.92127,0.8821,0.82902,0.88102,0.6459,0.94802,0.68479,0.88469,0.00119585,0.00119585,0.00119585
30,132.786,1.24172,0.92118,0.92387,0.89359,0.83222,0.87623,0.64519,0.9426,0.69017,0.88102,0.00118008,0.00118008,0.00118008
31,137.005,1.19648,0.92152,0.9288,0.87557,0.83602,0.87558,0.64522,0.93961,0.69043,0.87641,0.00116393,0.00116393,0.00116393
32,141.222,1.22543,0.92349,0.9201,0.88045,0.84413,0.88444,0.66075,0.90361,0.67159,0.88071,0.0011474,0.0011474,0.0011474
33,145.42,1.18239,0.90643,0.91883,0.87241,0.85007,0.88955,0.65278,0.93183,0.67795,0.88021,0.00113051,0.00113051,0.00113051
34,149.694,1.22296,0.91962,0.91977,0.86055,0.85652,0.88555,0.64254,0.93885,0.68505,0.88347,0.00111329,0.00111329,0.00111329
35,153.945,1.26503,0.91359,0.91792,0.8957,0.8185,0.87509,0.64702,0.92412,0.68809,0.88295,0.00109574,0.00109574,0.00109574
36,158.228,1.25897,0.92664,0.91946,0.90491,0.81888,0.88663,0.64907,0.91422,0.65561,0.87779,0.00107789,0.00107789,0.00107789
37,162.598,1.18961,0.88506,0.91878,0.89207,0.8351,0.89161,0.64628,0.95457,0.68445,0.88051,0.00105975,0.00105975,0.00105975
38,166.972,1.19082,0.88405,0.9241,0.88885,0.84411,0.88572,0.65429,0.9094,0.66857,0.87054,0.00104134,0.00104134,0.00104134
39,171.437,1.22873,0.89646,0.92252,0.87186,0.84002,0.87192,0.65071,0.91713,0.67039,0.87944,0.00102267,0.00102267,0.00102267
40,175.821,1.23946,0.89826,0.92077,0.8769,0.83982,0.87818,0.64554,0.94406,0.672,0.87711,0.00100378,0.00100378,0.00100378
41,180.177,1.23595,0.88295,0.91122,0.89585,0.8378,0.88183,0.64646,0.93552,0.67018,0.87156,0.000984663,0.000984663,0.000984663
42,184.532,1.15931,0.84786,0.9038,0.88432,0.84799,0.88312,0.66317,0.87942,0.66101,0.87283,0.000965355,0.000965355,0.000965355
43,188.968,1.19497,0.85632,0.90904,0.89744,0.8441,0.8804,0.66681,0.87282,0.65217,0.87064,0.00094587,0.00094587,0.00094587
44,193.248,1.1494,0.82613,0.89816,0.90291,0.8322,0.88741,0.65552,0.9034,0.64151,0.87271,0.000926227,0.000926227,0.000926227
45,197.457,1.16216,0.84632,0.90521,0.90342,0.83677,0.88461,0.6547,0.92999,0.65992,0.87937,0.000906446,0.000906446,0.000906446
46,201.667,1.12684,0.81544,0.8963,0.86514,0.86078,0.88946,0.65944,0.90679,0.65747,0.87693,0.000886545,0.000886545,0.000886545
47,205.886,1.1877,0.85994,0.90951,0.88229,0.85364,0.89177,0.65511,0.91128,0.65812,0.87705,0.000866546,0.000866546,0.000866546
48,210.074,1.19561,0.84122,0.90375,0.88247,0.83549,0.88022,0.66599,0.89824,0.65143,0.87163,0.000846466,0.000846466,0.000846466
49,214.26,1.14507,0.83665,0.90418,0.88799,0.84429,0.88134,0.67583,0.85546,0.65105,0.86914,0.000826327,0.000826327,0.000826327
50,218.476,1.12766,0.8039,0.90581,0.90285,0.84286,0.87978,0.66749,0.86803,0.6215,0.86991,0.000806149,0.000806149,0.000806149
51,222.717,1.13234,0.80973,0.89589,0.87683,0.84941,0.88357,0.67368,0.85285,0.6314,0.8642,0.00078595,0.00078595,0.00078595
52,226.909,1.12708,0.80498,0.89722,0.88188,0.8442,0.88289,0.67019,0.8726,0.62775,0.87258,0.000765751,0.000765751,0.000765751
53,231.119,1.13631,0.80452,0.89679,0.89773,0.84204,0.88994,0.66597,0.88177,0.634,0.87408,0.000745573,0.000745573,0.000745573
54,235.293,1.11986,0.799,0.89508,0.89467,0.84546,0.89592,0.67767,0.85671,0.61304,0.87179,0.000725434,0.000725434,0.000725434
55,239.498,1.10472,0.79565,0.89799,0.90497,0.84591,0.89681,0.67544,0.87707,0.62867,0.88257,0.000705354,0.000705354,0.000705354
56,243.802,1.13107,0.80672,0.89409,0.88517,0.84821,0.88838,0.67309,0.8482,0.61038,0.87658,0.000685355,0.000685355,0.000685355
57,247.963,1.12698,0.81498,0.89509,0.8953,0.83425,0.88212,0.67355,0.85044,0.61275,0.86714,0.000665454,0.000665454,0.000665454
58,252.176,1.16269,0.83427,0.9026,0.89362,0.8552,0.89071,0.6749,0.86906,0.62497,0.86958,0.000645673,0.000645673,0.000645673
59,256.384,1.0942,0.80489,0.89379,0.88292,0.84884,0.89875,0.68586,0.84063,0.61272,0.86369,0.00062603,0.00062603,0.00062603
60,260.677,1.13896,0.80157,0.89357,0.90216,0.84205,0.89457,0.67353,0.85404,0.61112,0.86156,0.000606545,0.000606545,0.000606545
61,265.19,1.14028,0.80514,0.89411,0.88997,0.85073,0.89952,0.68132,0.86662,0.60411,0.86133,0.000587237,0.000587237,0.000587237
62,269.566,1.10993,0.78772,0.88798,0.91276,0.84246,0.88931,0.68529,0.82418,0.60798,0.86096,0.000568125,0.000568125,0.000568125
63,273.927,1.06137,0.76093,0.88316,0.86524,0.86809,0.89305,0.6877,0.83905,0.61903,0.87028,0.000549228,0.000549228,0.000549228
64,278.292,1.10914,0.78622,0.89138,0.89213,0.84574,0.89385,0.6905,0.83197,0.60042,0.86815,0.000530564,0.000530564,0.000530564
65,282.678,1.11909,0.83271,0.91892,0.88209,0.86256,0.89536,0.68551,0.84113,0.60499,0.86627,0.000512153,0.000512153,0.000512153
66,287.076,1.10453,0.7695,0.89288,0.9055,0.8435,0.89332,0.68588,0.83165,0.60924,0.86521,0.000494011,0.000494011,0.000494011
67,291.514,1.12382,0.76767,0.88283,0.903,0.86339,0.89697,0.69495,0.83747,0.60968,0.86781,0.000476158,0.000476158,0.000476158
68,295.917,1.07063,0.76885,0.88837,0.9038,0.86082,0.89649,0.68472,0.83158,0.59447,0.86448,0.000458611,0.000458611,0.000458611
69,300.272,1.09286,0.78328,0.89016,0.88532,0.85757,0.89366,0.68879,0.81709,0.58384,0.85699,0.000441387,0.000441387,0.000441387
70,304.66,1.07964,0.75711,0.88153,0.89819,0.85222,0.89897,0.6874,0.84204,0.59088,0.86157,0.000424502,0.000424502,0.000424502
71,309.063,1.07634,0.74794,0.88037,0.89609,0.85468,0.89828,0.68759,0.83604,0.59147,0.86216,0.000407975,0.000407975,0.000407975
72,313.517,1.05834,0.7406,0.87277,0.90555,0.84941,0.89866,0.69291,0.82734,0.5892,0.85916,0.00039182,0.00039182,0.00039182
73,317.976,1.03432,0.72546,0.88107,0.89147,0.86085,0.89934,0.69653,0.81775,0.58103,0.86434,0.000376055,0.000376055,0.000376055
74,322.395,1.07373,0.74768,0.88253,0.89688,0.85569,0.89611,0.69805,0.81004,0.60178,0.85783,0.000360693,0.000360693,0.000360693
75,326.769,1.04878,0.73999,0.88104,0.90958,0.86466,0.90277,0.69945,0.80837,0.60315,0.85876,0.000345752,0.000345752,0.000345752
76,331.159,1.06528,0.74593,0.88424,0.90967,0.85862,0.89896,0.69001,0.81737,0.59502,0.86103,0.000331245,0.000331245,0.000331245
77,335.296,1.03669,0.72557,0.88344,0.88751,0.86661,0.89252,0.69688,0.80966,0.59658,0.8628,0.000317187,0.000317187,0.000317187
78,339.544,1.03519,0.72447,0.87385,0.8955,0.85202,0.89658,0.68913,0.82023,0.5912,0.85765,0.000303591,0.000303591,0.000303591
79,344.317,1.04602,0.71401,0.87162,0.89959,0.86072,0.89955,0.69756,0.81359,0.57617,0.86049,0.000290471,0.000290471,0.000290471
80,348.782,1.05613,0.7331,0.87864,0.88967,0.8714,0.90519,0.69954,0.80606,0.57969,0.86003,0.000277841,0.000277841,0.000277841
81,353.15,1.02271,0.71276,0.87524,0.90396,0.86022,0.90265,0.69639,0.79396,0.58031,0.85633,0.000265712,0.000265712,0.000265712
82,357.502,1.00541,0.70631,0.87893,0.90835,0.85943,0.90464,0.70072,0.80554,0.58009,0.85614,0.000254096,0.000254096,0.000254096
83,361.965,1.03176,0.71173,0.87046,0.90246,0.85768,0.8999,0.70549,0.79045,0.5755,0.85407,0.000243005,0.000243005,0.000243005
84,366.562,1.07749,0.73365,0.87144,0.90579,0.84811,0.89802,0.69819,0.80073,0.58851,0.85953,0.00023245,0.00023245,0.00023245
85,370.923,1.07217,0.726,0.86998,0.88944,0.85591,0.901,0.70463,0.80259,0.59954,0.86688,0.000222441,0.000222441,0.000222441
86,375.143,1.00904,0.70788,0.873,0.89775,0.85752,0.89917,0.70045,0.81726,0.59297,0.87,0.000212988,0.000212988,0.000212988
87,379.338,1.01106,0.70228,0.87636,0.88934,0.87067,0.89947,0.70545,0.79571,0.58328,0.86826,0.000204101,0.000204101,0.000204101
88,383.609,1.01518,0.70459,0.87315,0.87648,0.87008,0.89954,0.70644,0.79125,0.58031,0.86436,0.000195788,0.000195788,0.000195788
89,387.835,0.97433,0.69413,0.87211,0.88965,0.86634,0.90058,0.70353,0.78612,0.57643,0.86114,0.000188057,0.000188057,0.000188057
90,391.993,1.01253,0.71224,0.87479,0.89843,0.87289,0.90349,0.70073,0.78685,0.5705,0.86165,0.000180917,0.000180917,0.000180917
91,395.824,0.96866,0.70517,0.8596,0.88833,0.8688,0.90088,0.69345,0.79871,0.58748,0.85967,0.000174373,0.000174373,0.000174373
92,399.599,0.95283,0.67364,0.8577,0.87398,0.86578,0.90155,0.69757,0.80325,0.57466,0.86024,0.000168433,0.000168433,0.000168433
93,403.325,0.95507,0.6827,0.85595,0.87711,0.86044,0.90236,0.69103,0.81835,0.59167,0.86209,0.000163103,0.000163103,0.000163103
94,407.147,0.94944,0.66242,0.85613,0.89764,0.84915,0.89835,0.6948,0.81546,0.58381,0.86384,0.000158387,0.000158387,0.000158387
95,411.209,0.93651,0.65352,0.85167,0.90436,0.85768,0.90179,0.69593,0.80936,0.57891,0.86388,0.00015429,0.00015429,0.00015429
96,414.935,0.94103,0.65697,0.84908,0.90743,0.85305,0.90227,0.69676,0.79539,0.58173,0.85635,0.000150817,0.000150817,0.000150817
97,418.658,0.91068,0.63161,0.84957,0.88534,0.86207,0.89902,0.69626,0.80077,0.57835,0.85739,0.000147971,0.000147971,0.000147971
98,422.391,0.91386,0.62908,0.8468,0.87948,0.86859,0.89804,0.69565,0.8058,0.57458,0.86161,0.000145754,0.000145754,0.000145754
99,426.193,0.97384,0.66758,0.84751,0.89675,0.84755,0.89969,0.69247,0.82303,0.5722,0.8646,0.000144169,0.000144169,0.000144169
100,429.936,0.93626,0.63661,0.84537,0.89398,0.85691,0.8991,0.69718,0.81053,0.58518,0.8671,0.000143217,0.000143217,0.000143217
