epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
64,5637.52,1.50315,2.30433,1.41472,1.24149,0,0.50653,0.46856,0.44739,0.20098,0.40959,0.42172,0.37008,0.14627,1.99355,2.45463,1.54616,1.29404,0,0.0079706,0.0079706,0.0079706
65,5718.33,1.49036,2.28827,1.40387,1.23233,0,0.47532,0.48048,0.44063,0.20246,0.34047,0.44446,0.36448,0.14719,1.96464,2.44555,1.5442,1.27959,0,0.00791122,0.00791122,0.00791122
66,5810.5,1.49631,2.29124,1.40656,1.23769,0,0.44429,0.47974,0.43858,0.20196,0.37134,0.44613,0.36513,0.14853,1.96377,2.45553,1.5376,1.27835,0,0.00785124,0.00785124,0.00785124
67,5904.93,1.49457,2.30047,1.40397,1.23849,0,0.48321,0.46239,0.45447,0.20689,0.34323,0.44838,0.35673,0.14866,1.95904,2.44315,1.52556,1.2801,0,0.00779069,0.00779069,0.00779069
68,5998.52,1.49674,2.30021,1.40538,1.23797,0,0.48306,0.47696,0.4461,0.20588,0.35884,0.43976,0.35715,0.14884,1.9693,2.44287,1.5122,1.27725,0,0.00772956,0.00772956,0.00772956
69,6094.6,1.49112,2.29412,1.39887,1.23697,0,0.48401,0.48172,0.47271,0.21425,0.38338,0.42637,0.38861,0.15714,1.96508,2.41404,1.50347,1.27466,0,0.00766789,0.00766789,0.00766789
70,6188.39,1.47702,2.26121,1.38636,1.23191,0,0.4488,0.48707,0.44273,0.20562,0.35592,0.3839,0.36145,0.14663,1.96681,2.42078,1.52094,1.27206,0,0.00760568,0.00760568,0.00760568
71,6281.94,1.48866,2.28018,1.39131,1.23638,0,0.47073,0.50303,0.45019,0.20979,0.41811,0.44639,0.38513,0.15564,1.96632,2.41502,1.48903,1.27672,0,0.00754296,0.00754296,0.00754296
72,6377.18,1.48519,2.28043,1.38898,1.23352,0,0.44208,0.44945,0.44836,0.20887,0.39524,0.41899,0.36375,0.14515,1.94342,2.43795,1.52233,1.2736,0,0.00747973,0.00747973,0.00747973
73,6460.12,1.47997,2.26702,1.39417,1.23239,0,0.513,0.46198,0.4413,0.20514,0.42983,0.40113,0.36273,0.14809,1.97367,2.44611,1.50561,1.27922,0,0.00741601,0.00741601,0.00741601
74,6541.96,1.47834,2.27353,1.38021,1.23045,0,0.47061,0.45531,0.44028,0.20378,0.37777,0.39623,0.36158,0.14614,1.96708,2.4589,1.49613,1.2789,0,0.00735181,0.00735181,0.00735181
75,6623.1,1.46595,2.26715,1.37649,1.21836,0,0.47234,0.47601,0.44665,0.20539,0.40201,0.44733,0.37263,0.15013,1.96013,2.42077,1.48297,1.26775,0,0.00728717,0.00728717,0.00728717
76,6703.79,1.47755,2.27001,1.3734,1.22693,0,0.46899,0.5072,0.45826,0.20915,0.40151,0.40507,0.36348,0.14765,1.95507,2.44682,1.50435,1.27399,0,0.00722208,0.00722208,0.00722208
77,6784.77,1.46834,2.26786,1.37216,1.22674,0,0.54077,0.42442,0.46039,0.20984,0.42898,0.39905,0.36881,0.14956,1.95606,2.46769,1.49639,1.27059,0,0.00715656,0.00715656,0.00715656
78,6866.59,1.47607,2.25883,1.3763,1.22508,0,0.47206,0.45545,0.44834,0.20631,0.37406,0.41611,0.36111,0.14321,1.95315,2.47663,1.50004,1.26886,0,0.00709064,0.00709064,0.00709064
79,6948.17,1.47718,2.27177,1.3656,1.22806,0,0.43026,0.50659,0.45976,0.21141,0.45317,0.40167,0.38387,0.15195,1.94869,2.44799,1.49233,1.26721,0,0.00702432,0.00702432,0.00702432
80,7029.04,1.47487,2.25442,1.37045,1.22765,0,0.43529,0.51156,0.46997,0.21255,0.42937,0.41805,0.38466,0.15293,1.93735,2.4329,1.49152,1.27213,0,0.00695763,0.00695763,0.00695763
81,7110.13,1.45889,2.25577,1.35109,1.22134,0,0.46057,0.50123,0.45744,0.21085,0.34671,0.43776,0.37872,0.15267,1.94548,2.43643,1.47228,1.26891,0,0.00689058,0.00689058,0.00689058
82,7191.19,1.45425,2.2546,1.35042,1.22473,0,0.45878,0.49607,0.46024,0.21312,0.37613,0.4421,0.38054,0.15532,1.93826,2.45165,1.48946,1.26488,0,0.00682318,0.00682318,0.00682318
83,7272.51,1.45955,2.25996,1.35501,1.22023,0,0.43709,0.47243,0.45356,0.20963,0.39415,0.42415,0.36149,0.14612,1.95016,2.46767,1.50704,1.27077,0,0.00675546,0.00675546,0.00675546
84,7353.84,1.45931,2.24198,1.34341,1.21941,0,0.46801,0.51457,0.4565,0.21064,0.43709,0.44761,0.38503,0.15627,1.93709,2.45469,1.48427,1.26368,0,0.00668743,0.00668743,0.00668743
85,7434.54,1.46332,2.25722,1.35587,1.22346,0,0.46915,0.4958,0.45446,0.21124,0.40727,0.4443,0.37642,0.15306,1.94682,2.43744,1.49315,1.26998,0,0.0066191,0.0066191,0.0066191
