epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,9725.32,1.35884,0.93302,0.97484,0.5457,0.53921,0.52026,0.23917,1.58377,1.15177,1.05305,0.010752,0.00358399,0.010752,0.00358399,0.010752,0.00358399,0.010752,0.00358399
130,9800.18,1.35529,0.92075,0.97622,0.5489,0.53886,0.51696,0.23992,1.58486,1.15014,1.05243,0.0105608,0.00352027,0.0105608,0.00352027,0.0105608,0.00352027,0.0105608,0.00352027
131,9874.96,1.3544,0.92313,0.97466,0.53394,0.54693,0.51806,0.23907,1.58498,1.15391,1.05351,0.0103711,0.00345704,0.0103711,0.00345704,0.0103711,0.00345704,0.0103711,0.00345704
132,9949.71,1.34462,0.91098,0.97177,0.54699,0.51291,0.5125,0.2383,1.59233,1.15323,1.05482,0.0101829,0.00339432,0.0101829,0.00339432,0.0101829,0.00339432,0.0101829,0.00339432
133,10025,1.33816,0.90619,0.96862,0.54017,0.52586,0.51705,0.24038,1.59006,1.1512,1.05131,0.00999633,0.00333211,0.00999633,0.00333211,0.00999633,0.00333211,0.00999633,0.00333211
134,10100.9,1.33958,0.90265,0.97225,0.54499,0.54225,0.52185,0.2398,1.5935,1.15005,1.05507,0.00981131,0.00327044,0.00981131,0.00327044,0.00981131,0.00327044,0.00981131,0.00327044
135,10176.1,1.32916,0.89414,0.9722,0.54441,0.53987,0.52574,0.23935,1.59584,1.14919,1.05668,0.00962794,0.00320931,0.00962794,0.00320931,0.00962794,0.00320931,0.00962794,0.00320931
136,10250.7,1.33838,0.8992,0.97139,0.56365,0.52499,0.52135,0.24187,1.59477,1.14469,1.05642,0.00944627,0.00314876,0.00944627,0.00314876,0.00944627,0.00314876,0.00944627,0.00314876
137,10325.4,1.33618,0.90432,0.96882,0.55291,0.53593,0.52325,0.24129,1.59927,1.15137,1.05695,0.00926634,0.00308878,0.00926634,0.00308878,0.00926634,0.00308878,0.00926634,0.00308878
138,10400.3,1.33366,0.89101,0.96935,0.54677,0.53362,0.52452,0.24028,1.60633,1.15081,1.05962,0.00908819,0.0030294,0.00908819,0.0030294,0.00908819,0.0030294,0.00908819,0.0030294
139,10475,1.32293,0.88354,0.96579,0.54651,0.53243,0.52122,0.23707,1.61188,1.15244,1.06335,0.00891187,0.00297062,0.00891187,0.00297062,0.00891187,0.00297062,0.00891187,0.00297062
140,10550.3,1.32693,0.88925,0.96821,0.54905,0.52624,0.52406,0.2398,1.61466,1.14982,1.06871,0.00873743,0.00291248,0.00873743,0.00291248,0.00873743,0.00291248,0.00873743,0.00291248
141,10625.8,1.32414,0.88737,0.96463,0.55734,0.52928,0.52768,0.24059,1.61288,1.1467,1.06768,0.0085649,0.00285497,0.0085649,0.00285497,0.0085649,0.00285497,0.0085649,0.00285497
142,10701.2,1.32139,0.87921,0.96358,0.54793,0.53494,0.52329,0.23959,1.61441,1.14496,1.06781,0.00839433,0.00279811,0.00839433,0.00279811,0.00839433,0.00279811,0.00839433,0.00279811
143,10776.3,1.31134,0.87808,0.96211,0.55592,0.5337,0.52571,0.23983,1.61501,1.14501,1.06943,0.00822575,0.00274192,0.00822575,0.00274192,0.00822575,0.00274192,0.00822575,0.00274192
144,10851.1,1.30805,0.85978,0.95883,0.55161,0.53685,0.525,0.23996,1.61298,1.14502,1.07139,0.00805922,0.00268641,0.00805922,0.00268641,0.00805922,0.00268641,0.00805922,0.00268641
145,10926,1.31558,0.86711,0.96208,0.54695,0.53272,0.52164,0.23796,1.61545,1.1503,1.07152,0.00789478,0.00263159,0.00789478,0.00263159,0.00789478,0.00263159,0.00789478,0.00263159
146,11000.8,1.31547,0.86832,0.96026,0.5506,0.53117,0.52103,0.23766,1.61588,1.15458,1.07258,0.00773245,0.00257748,0.00773245,0.00257748,0.00773245,0.00257748,0.00773245,0.00257748
147,11076.3,1.31314,0.86614,0.95959,0.5592,0.53073,0.52454,0.23728,1.61683,1.15637,1.07241,0.00757229,0.0025241,0.00757229,0.0025241,0.00757229,0.0025241,0.00757229,0.0025241
148,11151.5,1.30514,0.86322,0.95958,0.55935,0.54887,0.52671,0.23769,1.61486,1.15355,1.06908,0.00741433,0.00247144,0.00741433,0.00247144,0.00741433,0.00247144,0.00741433,0.00247144
149,11226.7,1.29631,0.85335,0.95496,0.53855,0.5617,0.52461,0.23692,1.61668,1.15099,1.07061,0.00725861,0.00241954,0.00725861,0.00241954,0.00725861,0.00241954,0.00725861,0.00241954
150,11304.4,1.30227,0.85897,0.95713,0.53992,0.54848,0.52335,0.23587,1.61828,1.15389,1.07077,0.00710518,0.00236839,0.00710518,0.00236839,0.00710518,0.00236839,0.00710518,0.00236839
151,11378.9,1.30149,0.85472,0.95531,0.55039,0.55207,0.52084,0.23541,1.61912,1.15606,1.0714,0.00695406,0.00231802,0.00695406,0.00231802,0.00695406,0.00231802,0.00695406,0.00231802
152,11453.4,1.29213,0.84303,0.95472,0.5484,0.54546,0.51607,0.23354,1.62267,1.1568,1.07275,0.00680529,0.00226843,0.00680529,0.00226843,0.00680529,0.00226843,0.00680529,0.00226843
153,11528,1.28676,0.84317,0.95551,0.54627,0.53445,0.51728,0.23628,1.62199,1.15461,1.07268,0.00665892,0.00221964,0.00665892,0.00221964,0.00665892,0.00221964,0.00665892,0.00221964
154,11603.2,1.28314,0.83446,0.95302,0.53967,0.52901,0.51337,0.23527,1.62344,1.15531,1.07394,0.00651498,0.00217166,0.00651498,0.00217166,0.00651498,0.00217166,0.00651498,0.00217166
155,11677.9,1.28102,0.83894,0.95006,0.54591,0.53415,0.51681,0.23606,1.62308,1.1562,1.07397,0.0063735,0.0021245,0.0063735,0.0021245,0.0063735,0.0021245,0.0063735,0.0021245
156,11753,1.28558,0.83944,0.95403,0.54101,0.53041,0.51387,0.23624,1.62298,1.15776,1.07485,0.00623452,0.00207817,0.00623452,0.00207817,0.00623452,0.00207817,0.00623452,0.00207817
157,11828.2,1.2857,0.83319,0.95632,0.54157,0.54058,0.51526,0.23463,1.62342,1.15717,1.07471,0.00609807,0.00203269,0.00609807,0.00203269,0.00609807,0.00203269,0.00609807,0.00203269
158,11903,1.26763,0.82274,0.949,0.53929,0.53666,0.51239,0.23643,1.62314,1.15922,1.07422,0.00596419,0.00198806,0.00596419,0.00198806,0.00596419,0.00198806,0.00596419,0.00198806
159,11977.7,1.28396,0.83316,0.95212,0.54142,0.54272,0.51346,0.23655,1.62748,1.15695,1.07631,0.00583291,0.0019443,0.00583291,0.0019443,0.00583291,0.0019443,0.00583291,0.0019443
160,12052.1,1.26649,0.82384,0.94611,0.54788,0.53077,0.51243,0.2371,1.62629,1.15208,1.0765,0.00570426,0.00190142,0.00570426,0.00190142,0.00570426,0.00190142,0.00570426,0.00190142
161,12127.2,1.26877,0.82419,0.94599,0.55131,0.52809,0.51211,0.23652,1.62551,1.1522,1.07745,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942
162,12201.6,1.26966,0.82161,0.95135,0.5626,0.5216,0.51469,0.23629,1.62582,1.14858,1.07747,0.00545498,0.00181833,0.00545498,0.00181833,0.00545498,0.00181833,0.00545498,0.00181833
163,12276.6,1.26789,0.81785,0.94635,0.55545,0.52629,0.51293,0.23528,1.62591,1.1482,1.07778,0.00533441,0.00177814,0.00533441,0.00177814,0.00533441,0.00177814,0.00533441,0.00177814
164,12351.3,1.26125,0.81022,0.94577,0.5546,0.5258,0.5097,0.23414,1.62718,1.14777,1.07856,0.0052166,0.00173887,0.0052166,0.00173887,0.0052166,0.00173887,0.0052166,0.00173887
165,12426.8,1.2563,0.81083,0.94033,0.56171,0.50385,0.50801,0.23371,1.62999,1.1481,1.08001,0.00510157,0.00170052,0.00510157,0.00170052,0.00510157,0.00170052,0.00510157,0.00170052
166,12501.2,1.26244,0.81011,0.9438,0.55872,0.49999,0.50952,0.23411,1.63343,1.14716,1.08101,0.00498936,0.00166312,0.00498936,0.00166312,0.00498936,0.00166312,0.00498936,0.00166312
